,symptoms,prognosa
241,"Saya tidak merasakan adanya bisul di lidah. Kasus muntah ringan. Sesekali, pembengkakan perut saya rasakan. Saya tidak merasakan adanya panas dingin. Saya mengalami kulit kekuningan. Saya tidak merasakan adanya buang air kecil yang terbakar. Saya menemukan tanda-tanda distensi abdomen. Saya mengalami sakit perut 1 sesekali. kelebihan cairan 1. Kasus riwayat konsumsi alkohol ringan.",24
242,Saya mengalami kulit kekuningan sesekali. Saya mengalami sakit perut 1 sesekali. Saya tidak merasakan kelelahan. Saya menemukan tanda-tanda distensi abdomen. Saya mengalami pembengkakan perut. Tidak ada erupsi kulit nodal. Saya mengalami riwayat konsumsi alkohol dalam beberapa hari terakhir. Saya mengalami kelebihan cairan 1 dalam beberapa hari terakhir. Tidak ada pemborosan otot.,24
243,sakit perut 1. Saya mengalami kelebihan cairan 1 dalam beberapa hari terakhir. Saya mengalami muntah dalam beberapa hari terakhir. Tidak ada nyeri di belakang mata. Saya tidak merasakan sakit punggung. pembengkakan perut. Sering bermasalah dengan riwayat konsumsi alkohol. Saya mengalami distensi abdomen sesekali. Saya tidak merasakan mual.,24
244,"Saya mengalami pembengkakan perut sesekali. Sering bermasalah dengan kulit kekuningan. Saya mengalami kelebihan cairan 1. Sering bermasalah dengan distensi abdomen. Tidak ada batuk. Kasus riwayat konsumsi alkohol ringan. Saya tidak merasakan erupsi kulit nodal. Sesekali, muntah saya rasakan. Tidak ada bercak di tenggorokan.",24
245,"Sesekali, distensi abdomen saya rasakan. Saya mengalami kelebihan cairan 1 dalam beberapa hari terakhir. sakit perut 1. Sering bermasalah dengan muntah. Sering bermasalah dengan kulit kekuningan. Saya tidak merasakan buang air kecil yang terbakar. Saya tidak merasakan gatal. Saya mengalami riwayat konsumsi alkohol dalam beberapa hari terakhir. Saya tidak merasakan adanya kelesuan.",24
246,Saya tidak merasakan adanya nyeri sendi. Saya menemukan tanda-tanda kelebihan cairan 1. Saya tidak merasakan adanya keasaman. Saya mengalami muntah sesekali. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Saya mengalami pembengkakan perut sesekali. Kasus riwayat konsumsi alkohol ringan. Saya mengalami kulit kekuningan sesekali. Saya tidak merasakan adanya buang air kecil yang terbakar.,24
247,Saya mengalami sakit perut 1 sesekali. Saya mengalami kulit kekuningan dalam beberapa hari terakhir. Saya mengalami kelebihan cairan 1 dalam beberapa hari terakhir. Saya mengalami pembengkakan perut. Saya menemukan tanda-tanda distensi abdomen. muntah. Saya tidak merasakan buang air kecil bercak. Saya tidak merasakan panas dingin. Saya tidak merasakan adanya nyeri sendi.,24
248,"Sesekali, muntah saya rasakan. Tidak ada iritasi tenggorokan. riwayat konsumsi alkohol. Sering bermasalah dengan kulit kekuningan. Sering bermasalah dengan distensi abdomen. Saya tidak merasakan iritasi pada anus. Saya menemukan tanda-tanda sakit perut 1. Kasus pembengkakan perut ringan. Tidak ada detak jantung cepat.",24
249,"Sesekali, kulit kekuningan saya rasakan. Tidak ada penurunan berat badan. Saya tidak merasakan bersin terus menerus. Saya mengalami sakit perut 1 dalam beberapa hari terakhir. Kasus riwayat konsumsi alkohol ringan. Kasus kelebihan cairan 1 ringan. Saya mengalami distensi abdomen dalam beberapa hari terakhir. Saya menemukan tanda-tanda muntah. Saya mengalami pembengkakan perut dalam beberapa hari terakhir. Saya tidak merasakan adanya perubahan suasana hati.",24
250,"Saya menemukan tanda-tanda darah dalam dahak. Saya menemukan tanda-tanda berkeringat. Kasus menguningnya mata ringan. Saya mengalami dahak. Saya mengalami sesak napas sesekali. Saya mengalami panas dingin. demam tinggi. Sering bermasalah dengan penurunan berat badan. Saya tidak merasakan nyeri di belakang mata. Saya tidak merasakan gemetaran. Kasus kelenjar getah bening membengkak ringan. Tidak ada pilek. Sering bermasalah dengan muntah. kelelahan. Saya menemukan tanda-tanda batuk. Sesekali, demam ringan saya rasakan. kehilangan selera makan. Saya menemukan tanda-tanda nyeri dada. Sesekali, rasa tidak enak saya rasakan.",25
251,"darah dalam dahak. Saya menemukan tanda-tanda dahak. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya tidak merasakan adanya urin gelap. Saya menemukan tanda-tanda muntah. Kasus kehilangan selera makan ringan. nyeri dada. Tidak ada erupsi kulit nodal. Saya tidak merasakan adanya gemetaran. Sering bermasalah dengan menguningnya mata. Saya mengalami kelelahan dalam beberapa hari terakhir. Kasus sesak napas ringan. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. penurunan berat badan. panas dingin. Sesekali, kelenjar getah bening membengkak saya rasakan. Saya mengalami demam ringan sesekali. Saya menemukan tanda-tanda berkeringat. Sesekali, batuk saya rasakan.",25
252,"Saya mengalami sesak napas. Saya mengalami berkeringat. Saya tidak merasakan mual. Saya mengalami demam tinggi sesekali. Kasus demam ringan ringan. Saya mengalami kelelahan sesekali. Tidak ada kelesuan. penurunan berat badan. Saya mengalami menguningnya mata dalam beberapa hari terakhir. Sesekali, darah dalam dahak saya rasakan. Saya mengalami kelenjar getah bening membengkak sesekali. rasa tidak enak. Sering bermasalah dengan batuk. Sesekali, muntah saya rasakan. Kasus nyeri dada ringan. Saya mengalami dahak. Tidak ada nyeri di belakang mata. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir.",25
253,"Saya mengalami nyeri dada. Saya mengalami demam tinggi. Saya mengalami demam ringan dalam beberapa hari terakhir. Saya tidak merasakan penglihatan kabur dan terdistorsi. Saya tidak merasakan adanya kelebihan cairan. Sering bermasalah dengan panas dingin. Kasus rasa tidak enak ringan. Saya mengalami dahak sesekali. Saya mengalami kelenjar getah bening membengkak sesekali. Saya mengalami batuk. sesak napas. Sesekali, berkeringat saya rasakan. Sesekali, darah dalam dahak saya rasakan. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Tidak ada dehidrasi. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami penurunan berat badan dalam beberapa hari terakhir. Saya mengalami menguningnya mata sesekali.",25
254,"Tidak ada urin kuning. Saya mengalami kelenjar getah bening membengkak. Kasus demam ringan ringan. Sesekali, dahak saya rasakan. Tidak ada keasaman. Saya mengalami nyeri dada sesekali. Saya tidak merasakan adanya kelesuan. Saya mengalami panas dingin dalam beberapa hari terakhir. Saya mengalami berkeringat dalam beberapa hari terakhir. Saya mengalami batuk sesekali. Saya mengalami penurunan berat badan sesekali. Sering bermasalah dengan demam tinggi. Saya menemukan tanda-tanda darah dalam dahak. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. kehilangan selera makan. menguningnya mata. Saya menemukan tanda-tanda sesak napas. Sering bermasalah dengan muntah.",25
255,"Saya mengalami menguningnya mata sesekali. Saya mengalami batuk. Saya menemukan tanda-tanda rasa tidak enak. kelenjar getah bening membengkak. Sering bermasalah dengan demam ringan. Saya tidak merasakan kadar gula tidak teratur. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Saya mengalami kelelahan sesekali. Saya mengalami dahak dalam beberapa hari terakhir. Sesekali, darah dalam dahak saya rasakan. Saya tidak merasakan gatal. Kasus sesak napas ringan. Saya mengalami nyeri dada dalam beberapa hari terakhir. Saya mengalami demam tinggi sesekali. Kasus berkeringat ringan. Tidak ada gangguan pencernaan. Saya mengalami muntah sesekali. panas dingin.",25
256,"Saya mengalami kelenjar getah bening membengkak sesekali. Sering bermasalah dengan panas dingin. Tidak ada sakit perut 1. Sesekali, dahak saya rasakan. nyeri dada. Sering bermasalah dengan sesak napas. Saya mengalami darah dalam dahak sesekali. Sering bermasalah dengan muntah. demam ringan. Saya tidak merasakan adanya buang air kecil bercak. Saya tidak merasakan pembengkakan perut. Saya mengalami penurunan berat badan. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan menguningnya mata. Saya menemukan tanda-tanda kelelahan. Saya mengalami berkeringat. demam tinggi. Sering bermasalah dengan kehilangan selera makan.",25
257,Saya tidak merasakan adanya bisul di lidah. Sering bermasalah dengan dahak. Saya menemukan tanda-tanda menguningnya mata. kelelahan. Sering bermasalah dengan sesak napas. Saya mengalami berkeringat sesekali. Saya tidak merasakan penambahan berat badan. Saya mengalami nyeri dada sesekali. Sering bermasalah dengan darah dalam dahak. Sering bermasalah dengan batuk. Saya mengalami panas dingin dalam beberapa hari terakhir. penurunan berat badan. rasa tidak enak. Saya mengalami kelenjar getah bening membengkak dalam beberapa hari terakhir. Saya mengalami muntah dalam beberapa hari terakhir. Saya mengalami kehilangan selera makan dalam beberapa hari terakhir. Saya tidak merasakan gatal. Saya menemukan tanda-tanda demam ringan.,25
258,"Saya tidak merasakan gagal hati akut. demam ringan. Kasus dahak ringan. Kasus muntah ringan. Tidak ada sakit punggung. darah dalam dahak. Saya tidak merasakan adanya nyeri sendi. Saya mengalami demam tinggi. Saya menemukan tanda-tanda penurunan berat badan. Sering bermasalah dengan kelenjar getah bening membengkak. Saya mengalami batuk sesekali. Sering bermasalah dengan kehilangan selera makan. Saya menemukan tanda-tanda berkeringat. Saya mengalami kelelahan. Sesekali, rasa tidak enak saya rasakan. menguningnya mata. nyeri dada. Sesekali, panas dingin saya rasakan.",25
259,"Saya menemukan tanda-tanda rasa tidak enak. Tidak ada buang air kecil yang terbakar. Saya mengalami kehilangan selera makan. Saya menemukan tanda-tanda darah dalam dahak. Tidak ada nyeri sendi. Sesekali, nyeri dada saya rasakan. Sering bermasalah dengan demam ringan. Saya mengalami panas dingin. Kasus batuk ringan. kelelahan. Saya mengalami dahak sesekali. Saya mengalami muntah. Kasus demam tinggi ringan. Saya tidak merasakan adanya buang air kecil bercak. Saya mengalami penurunan berat badan. Kasus kelenjar getah bening membengkak ringan. Saya mengalami menguningnya mata sesekali. Kasus sesak napas ringan.",25
260,"Sesekali, sakit kepala saya rasakan. Saya mengalami bersin terus menerus sesekali. Sering bermasalah dengan pilek. Saya mengalami kelenjar getah bening membengkak dalam beberapa hari terakhir. Sesekali, mata merah saya rasakan. Saya mengalami nyeri dada sesekali. Saya mengalami panas dingin sesekali. Saya menemukan tanda-tanda dahak. Kasus penyumbatan ringan. Saya mengalami kehilangan bau sesekali. Tidak ada buang air kecil bercak. Saya menemukan tanda-tanda demam tinggi. Saya menemukan tanda-tanda nyeri otot. Sesekali, iritasi tenggorokan saya rasakan. Sering bermasalah dengan rasa tidak enak. tekanan sinus. Sesekali, batuk saya rasakan. Kasus kelelahan ringan. Saya tidak merasakan buang air kecil yang terbakar. Tidak ada ruam kulit.",26
261,"pilek. Saya menemukan tanda-tanda dahak. Sesekali, demam tinggi saya rasakan. Saya mengalami kehilangan bau dalam beberapa hari terakhir. Sesekali, mata merah saya rasakan. Saya mengalami iritasi tenggorokan sesekali. Saya mengalami sakit kepala dalam beberapa hari terakhir. Saya tidak merasakan adanya dehidrasi. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Kasus penyumbatan ringan. Kasus kelenjar getah bening membengkak ringan. Tidak ada nyeri di daerah anus. Kasus bersin terus menerus ringan. Saya tidak merasakan adanya bercak di tenggorokan. Saya menemukan tanda-tanda tekanan sinus. Kasus kelelahan ringan. Saya mengalami nyeri dada. panas dingin. Kasus nyeri otot ringan. Kasus batuk ringan.",26
262,"Saya tidak merasakan adanya penambahan berat badan. Kasus batuk ringan. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan sakit kepala. Kasus mata merah ringan. Saya menemukan tanda-tanda demam tinggi. Saya mengalami pilek. Saya tidak merasakan erupsi kulit nodal. Kasus panas dingin ringan. Kasus penyumbatan ringan. Saya mengalami nyeri otot dalam beberapa hari terakhir. Saya menemukan tanda-tanda tekanan sinus. Kasus kelelahan ringan. Sering bermasalah dengan iritasi tenggorokan. Sesekali, kehilangan bau saya rasakan. Saya mengalami kelenjar getah bening membengkak sesekali. Kasus dahak ringan. Tidak ada buang air kecil yang terbakar. Saya mengalami nyeri dada.",26
263,"batuk. Kasus kelelahan ringan. Sering bermasalah dengan mata merah. Saya mengalami kehilangan bau dalam beberapa hari terakhir. penyumbatan. Saya mengalami kelenjar getah bening membengkak. Sering bermasalah dengan nyeri dada. Saya mengalami iritasi tenggorokan dalam beberapa hari terakhir. Tidak ada gangguan pencernaan. Saya mengalami demam tinggi dalam beberapa hari terakhir. Sering bermasalah dengan rasa tidak enak. Saya mengalami tekanan sinus dalam beberapa hari terakhir. Sering bermasalah dengan sakit kepala. Tidak ada penambahan berat badan. Tidak ada muntah. Sering bermasalah dengan nyeri otot. Kasus pilek ringan. Sesekali, bersin terus menerus saya rasakan. dahak.",26
264,Sering bermasalah dengan mata merah. Saya tidak merasakan mata cekung. dahak. Kasus batuk ringan. Saya mengalami kelenjar getah bening membengkak dalam beberapa hari terakhir. Saya mengalami nyeri otot. Tidak ada kadar gula tidak teratur. panas dingin. Saya menemukan tanda-tanda tekanan sinus. Kasus penyumbatan ringan. Saya mengalami demam tinggi dalam beberapa hari terakhir. Saya mengalami pilek dalam beberapa hari terakhir. Saya menemukan tanda-tanda iritasi tenggorokan. Kasus kehilangan bau ringan. Saya mengalami rasa tidak enak sesekali. Saya tidak merasakan adanya penurunan berat badan. Saya menemukan tanda-tanda sakit kepala. Saya mengalami bersin terus menerus sesekali. Saya menemukan tanda-tanda nyeri dada.,26
265,"Saya tidak merasakan adanya kadar gula tidak teratur. Sesekali, sakit kepala saya rasakan. mata merah. Saya mengalami pilek sesekali. kehilangan bau. Sesekali, rasa tidak enak saya rasakan. Saya menemukan tanda-tanda nyeri dada. Saya mengalami tekanan sinus sesekali. Sering bermasalah dengan penyumbatan. Saya mengalami kelenjar getah bening membengkak sesekali. Saya mengalami panas dingin sesekali. Sesekali, iritasi tenggorokan saya rasakan. Saya tidak merasakan pemborosan otot. Saya tidak merasakan dehidrasi. Sering bermasalah dengan bersin terus menerus. Kasus demam tinggi ringan. dahak. Saya menemukan tanda-tanda nyeri otot. Saya mengalami kelelahan.",26
266,Saya mengalami batuk sesekali. Saya mengalami panas dingin. Saya menemukan tanda-tanda iritasi tenggorokan. Saya mengalami tekanan sinus dalam beberapa hari terakhir. Sering bermasalah dengan mata merah. Saya mengalami kelelahan sesekali. Saya tidak merasakan adanya pemborosan otot. Saya mengalami dahak sesekali. nyeri otot. Saya mengalami pilek. Saya mengalami rasa tidak enak. bersin terus menerus. Sering bermasalah dengan nyeri dada. Tidak ada urin gelap. Saya mengalami kelenjar getah bening membengkak. Saya mengalami sakit kepala dalam beberapa hari terakhir. Saya menemukan tanda-tanda penyumbatan. Saya mengalami kehilangan bau sesekali. Saya tidak merasakan kelesuan.,26
267,"Saya mengalami kelelahan. Sesekali, demam tinggi saya rasakan. iritasi tenggorokan. Saya mengalami panas dingin dalam beberapa hari terakhir. kehilangan bau. Saya menemukan tanda-tanda mata merah. Sering bermasalah dengan nyeri otot. Saya mengalami batuk sesekali. Kasus dahak ringan. Sering bermasalah dengan tekanan sinus. Saya tidak merasakan adanya buang air kecil bercak. Sesekali, rasa tidak enak saya rasakan. Sering bermasalah dengan penyumbatan. Saya tidak merasakan adanya gatal. Saya mengalami pilek. Saya tidak merasakan kadar gula tidak teratur. Saya mengalami nyeri dada dalam beberapa hari terakhir. kelenjar getah bening membengkak. Saya mengalami bersin terus menerus sesekali.",26
268,"Saya mengalami rasa tidak enak. Kasus dahak ringan. Saya mengalami kelelahan. Saya mengalami nyeri otot dalam beberapa hari terakhir. pilek. Saya tidak merasakan dehidrasi. Saya mengalami iritasi tenggorokan dalam beberapa hari terakhir. Sesekali, bersin terus menerus saya rasakan. batuk. Saya tidak merasakan kegelisahan. Saya tidak merasakan adanya sakit perut. Saya mengalami mata merah sesekali. Sesekali, nyeri dada saya rasakan. Saya mengalami tekanan sinus. Sesekali, sakit kepala saya rasakan. Sering bermasalah dengan panas dingin. demam tinggi. Saya mengalami kehilangan bau sesekali. Saya mengalami penyumbatan.",26
269,"Saya mengalami kehilangan bau dalam beberapa hari terakhir. Saya mengalami mata merah dalam beberapa hari terakhir. Saya tidak merasakan adanya rasa tidak enak. Sering bermasalah dengan tekanan sinus. Sering bermasalah dengan batuk. Saya mengalami kelelahan sesekali. Saya mengalami sakit kepala. Sering bermasalah dengan bersin terus menerus. Saya mengalami demam tinggi sesekali. Saya tidak merasakan gagal hati akut. Saya mengalami dahak dalam beberapa hari terakhir. Sesekali, penyumbatan saya rasakan. Saya mengalami pilek sesekali. Sering bermasalah dengan panas dingin. nyeri dada. Saya menemukan tanda-tanda iritasi tenggorokan. Saya tidak merasakan kadar gula tidak teratur. Saya mengalami nyeri otot. kelenjar getah bening membengkak.",26
270,Saya menemukan tanda-tanda rasa tidak enak. Kasus kelelahan ringan. Saya tidak merasakan kelemahan satu sisi tubuh. Saya mengalami detak jantung cepat. Kasus batuk ringan. Saya mengalami panas dingin. berkeringat. Kasus dahak berkarat ringan. Saya tidak merasakan adanya sembelit. sesak napas. Saya menemukan tanda-tanda nyeri dada. Saya tidak merasakan adanya sakit lutut. Saya menemukan tanda-tanda demam tinggi.,27
271,"Saya tidak merasakan adanya buang air kecil bercak. Sesekali, nyeri dada saya rasakan. Kasus kelelahan ringan. Tidak ada kehilangan selera makan. Sering bermasalah dengan demam tinggi. Saya menemukan tanda-tanda rasa tidak enak. Kasus dahak ringan. Saya mengalami sesak napas sesekali. Saya mengalami detak jantung cepat sesekali. Sesekali, dahak berkarat saya rasakan. Kasus berkeringat ringan. Saya tidak merasakan adanya bisul di lidah. batuk. panas dingin.",27
272,"Tidak ada nyeri sendi panggul. Saya mengalami berkeringat. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya tidak merasakan gatal. Tidak ada sakit kepala. Saya mengalami dahak berkarat. Saya mengalami demam tinggi sesekali. rasa tidak enak. Sesekali, detak jantung cepat saya rasakan. dahak. Saya menemukan tanda-tanda sesak napas. Kasus nyeri dada ringan. Sering bermasalah dengan panas dingin. Saya mengalami batuk.",27
273,"Sesekali, dahak berkarat saya rasakan. Saya mengalami detak jantung cepat sesekali. Saya mengalami berkeringat. Saya menemukan tanda-tanda demam tinggi. Sering bermasalah dengan kelelahan. Kasus batuk ringan. Saya tidak merasakan penurunan berat badan. Tidak ada gemetaran. Sesekali, sesak napas saya rasakan. Tidak ada erupsi kulit nodal. Kasus nyeri dada ringan. Saya mengalami dahak. Kasus rasa tidak enak ringan.",27
274,"nyeri dada. Saya mengalami berkeringat. sesak napas. Saya tidak merasakan adanya erupsi kulit nodal. Kasus panas dingin ringan. Sering bermasalah dengan dahak. rasa tidak enak. Saya menemukan tanda-tanda detak jantung cepat. Saya tidak merasakan sembelit. Sesekali, dahak berkarat saya rasakan. Kasus batuk ringan. Saya tidak merasakan adanya pemborosan otot. Saya mengalami demam tinggi.",27
275,Saya mengalami nyeri dada sesekali. Saya mengalami panas dingin dalam beberapa hari terakhir. Saya mengalami sesak napas sesekali. Sering bermasalah dengan detak jantung cepat. Saya tidak merasakan ruam kulit. Saya mengalami demam tinggi sesekali. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Tidak ada erupsi kulit nodal. Tidak ada gatal. Kasus kelelahan ringan. dahak. Sering bermasalah dengan dahak berkarat. Saya mengalami berkeringat dalam beberapa hari terakhir.,27
276,"Kasus berkeringat ringan. Saya mengalami batuk dalam beberapa hari terakhir. Kasus dahak ringan. Saya mengalami nyeri dada sesekali. rasa tidak enak. Tidak ada sakit perut. Tidak ada urin gelap. Saya tidak merasakan sembelit. Saya menemukan tanda-tanda kelelahan. Kasus dahak berkarat ringan. Sering bermasalah dengan panas dingin. detak jantung cepat. Sesekali, sesak napas saya rasakan.",27
277,"Saya mengalami dahak berkarat dalam beberapa hari terakhir. Kasus demam tinggi ringan. Saya mengalami berkeringat sesekali. Saya mengalami nyeri dada dalam beberapa hari terakhir. Sering bermasalah dengan detak jantung cepat. Saya tidak merasakan adanya nyeri saat buang air besar. Saya menemukan tanda-tanda panas dingin. Saya tidak merasakan demam ringan. rasa tidak enak. Sesekali, kelelahan saya rasakan. batuk. Tidak ada bisul di lidah. Saya mengalami dahak.",27
278,Saya mengalami nyeri dada. Tidak ada erupsi kulit nodal. Saya mengalami dahak. Saya mengalami rasa tidak enak dalam beberapa hari terakhir. Tidak ada kecemasan. Kasus sesak napas ringan. Sering bermasalah dengan panas dingin. batuk. Tidak ada pemborosan otot. Saya menemukan tanda-tanda dahak berkarat. Saya mengalami detak jantung cepat dalam beberapa hari terakhir. Saya mengalami kelelahan sesekali. Saya menemukan tanda-tanda demam tinggi.,27
279,Saya mengalami nyeri dada. dahak. Tidak ada sakit kepala. Saya menemukan tanda-tanda panas dingin. Sering bermasalah dengan batuk. Saya mengalami dahak berkarat. Saya tidak merasakan gatal dalam. Saya mengalami berkeringat sesekali. Saya mengalami detak jantung cepat dalam beberapa hari terakhir. Kasus kelelahan ringan. Saya mengalami sesak napas dalam beberapa hari terakhir. Saya mengalami demam tinggi sesekali. Saya tidak merasakan pembuluh darah membengkak.,27
280,Saya mengalami nyeri di daerah anus dalam beberapa hari terakhir. Saya tidak merasakan gatal. tinja berdarah. Tidak ada sakit perut. Saya mengalami sembelit. Tidak ada buang air kecil yang terbakar. Sering bermasalah dengan iritasi pada anus. Kasus nyeri saat buang air besar ringan.,28
281,Saya mengalami sembelit sesekali. Saya mengalami iritasi pada anus. Saya tidak merasakan pembengkakan perut. Saya menemukan tanda-tanda tinja berdarah. Kasus nyeri saat buang air besar ringan. Saya tidak merasakan kulit kekuningan. Saya menemukan tanda-tanda nyeri di daerah anus. Tidak ada gatal.,28
282,"Saya menemukan tanda-tanda nyeri saat buang air besar. Saya tidak merasakan adanya pemborosan otot. Saya tidak merasakan adanya erupsi kulit nodal. Saya mengalami iritasi pada anus sesekali. Saya tidak merasakan penambahan berat badan. sembelit. Sesekali, nyeri di daerah anus saya rasakan. Saya mengalami tinja berdarah.",28
283,Tidak ada kecemasan. Sering bermasalah dengan nyeri saat buang air besar. Saya tidak merasakan keasaman. nyeri di daerah anus. Saya menemukan tanda-tanda tinja berdarah. Saya tidak merasakan mata cekung. Sering bermasalah dengan iritasi pada anus.,28
284,"iritasi pada anus. Saya tidak merasakan adanya bercak di tenggorokan. Saya tidak merasakan penambahan berat badan. Saya tidak merasakan adanya erupsi kulit nodal. tinja berdarah. sembelit. Sesekali, nyeri di daerah anus saya rasakan.",28
285,Saya tidak merasakan nyeri sendi. Saya mengalami sembelit sesekali. Saya tidak merasakan berkeringat. Kasus iritasi pada anus ringan. Saya menemukan tanda-tanda nyeri saat buang air besar. Saya tidak merasakan adanya pemborosan otot. Saya mengalami tinja berdarah.,28
286,"Saya mengalami iritasi pada anus dalam beberapa hari terakhir. Saya tidak merasakan ruam kulit. Saya tidak merasakan gemetaran. Sesekali, sembelit saya rasakan. Tidak ada panas dingin. Saya menemukan tanda-tanda nyeri saat buang air besar. Saya menemukan tanda-tanda nyeri di daerah anus.",28
287,"Saya tidak merasakan adanya panas dingin. Kasus nyeri di daerah anus ringan. Saya mengalami nyeri saat buang air besar. Sesekali, tinja berdarah saya rasakan. Saya tidak merasakan adanya kelelahan. Saya menemukan tanda-tanda sembelit. Saya tidak merasakan demam tinggi.",28
288,Saya mengalami sembelit dalam beberapa hari terakhir. Tidak ada kelesuan. Tidak ada bersin terus menerus. Kasus nyeri di daerah anus ringan. Saya mengalami nyeri saat buang air besar. Saya tidak merasakan tangan dan kaki dingin. Saya mengalami tinja berdarah. Saya mengalami iritasi pada anus.,28
289,Saya menemukan tanda-tanda iritasi pada anus. sembelit. Saya menemukan tanda-tanda nyeri saat buang air besar. Saya tidak merasakan kegelisahan. Saya mengalami tinja berdarah. Saya tidak merasakan adanya tangan dan kaki dingin. Saya mengalami nyeri di daerah anus sesekali. Tidak ada buang air kecil bercak.,28
290,"Sesekali, berkeringat saya rasakan. Saya menemukan tanda-tanda sesak napas. Saya mengalami muntah sesekali. Saya tidak merasakan tangan dan kaki dingin. Saya mengalami nyeri dada sesekali. Saya tidak merasakan adanya sakit perut. Saya tidak merasakan adanya nyeri sendi.",29
291,"berkeringat. Sesekali, sesak napas saya rasakan. Saya tidak merasakan adanya urin kuning. Saya tidak merasakan adanya mata merah. Kasus nyeri dada ringan. Sering bermasalah dengan muntah. Tidak ada urin gelap.",29
292,"Sesekali, berkeringat saya rasakan. Tidak ada nyeri sendi. Saya tidak merasakan adanya gemetaran. Tidak ada bisul di lidah. Saya menemukan tanda-tanda sesak napas. Saya menemukan tanda-tanda nyeri dada.",29
293,berkeringat. Saya mengalami nyeri dada. muntah. Tidak ada mata merah. Tidak ada menguningnya mata. Saya tidak merasakan keasaman.,29
294,Tidak ada penambahan berat badan. Saya menemukan tanda-tanda sesak napas. Saya mengalami nyeri dada sesekali. Saya tidak merasakan perubahan suasana hati. muntah. Saya tidak merasakan keasaman.,29
295,Saya tidak merasakan buang air kecil yang terbakar. Saya tidak merasakan dehidrasi. Saya mengalami berkeringat sesekali. Saya tidak merasakan bersin terus menerus. Saya mengalami muntah sesekali. Saya menemukan tanda-tanda sesak napas.,29
296,"berkeringat. Saya mengalami nyeri dada dalam beberapa hari terakhir. Tidak ada mata cekung. Saya tidak merasakan adanya buang air kecil yang terbakar. Sesekali, sesak napas saya rasakan. muntah. Saya tidak merasakan kehilangan selera makan.",29
297,Saya tidak merasakan panas dingin. Saya mengalami berkeringat dalam beberapa hari terakhir. nyeri dada. Kasus sesak napas ringan. Saya tidak merasakan adanya gemetaran. Saya tidak merasakan nyeri sendi.,29
298,Tidak ada kecemasan. Saya menemukan tanda-tanda berkeringat. Tidak ada buang air kecil bercak. Saya tidak merasakan adanya kelesuan. Saya mengalami muntah dalam beberapa hari terakhir. nyeri dada.,29
299,"Saya tidak merasakan urin gelap. Saya tidak merasakan kelelahan. Saya tidak merasakan adanya gemetaran. Saya mengalami muntah dalam beberapa hari terakhir. Saya mengalami sesak napas dalam beberapa hari terakhir. Sesekali, nyeri dada saya rasakan.",29
300,"Kasus kelelahan ringan. Tidak ada buang air kecil bercak. Tidak ada muntah. Sering bermasalah dengan memar. Sesekali, kram saya rasakan. Saya mengalami kegemukan dalam beberapa hari terakhir. Saya tidak merasakan adanya bersin terus menerus. Saya mengalami pembuluh darah membengkak dalam beberapa hari terakhir. Saya mengalami kaki bengkak. Saya mengalami pembuluh darah menonjol di betis sesekali.",30
301,"Saya mengalami pembuluh darah menonjol di betis. Saya mengalami kegemukan sesekali. Saya tidak merasakan ruam kulit. Tidak ada erupsi kulit nodal. Saya mengalami kaki bengkak dalam beberapa hari terakhir. Saya mengalami kram sesekali. Sesekali, memar saya rasakan. Saya mengalami pembuluh darah membengkak dalam beberapa hari terakhir. Tidak ada bersin terus menerus. Sesekali, kelelahan saya rasakan.",30
302,"kegemukan. memar. pembuluh darah menonjol di betis. Saya tidak merasakan adanya gatal. Sesekali, kaki bengkak saya rasakan. Tidak ada kelesuan. Kasus pembuluh darah membengkak ringan. kram. Saya tidak merasakan keasaman.",30
303,Saya menemukan tanda-tanda pembuluh darah menonjol di betis. Saya mengalami kelelahan sesekali. Tidak ada gangguan pencernaan. Sering bermasalah dengan kaki bengkak. Tidak ada gemetaran. Saya tidak merasakan nyeri sendi. Saya mengalami memar dalam beberapa hari terakhir. pembuluh darah membengkak. Kasus kegemukan ringan.,30
304,"Tidak ada kadar gula tidak teratur. Tidak ada dehidrasi. Kasus kaki bengkak ringan. Saya mengalami pembuluh darah membengkak dalam beberapa hari terakhir. Saya tidak merasakan adanya tangan dan kaki dingin. Sering bermasalah dengan kegemukan. kram. Sesekali, kelelahan saya rasakan. Saya mengalami pembuluh darah menonjol di betis sesekali.",30
