indeks;label;text
277; demam berdarah; Saya menderita sakit sendi yang parah. Saya sering merasa muntah, dan saya mengalami demam sedang disertai menggigil. Demam yang sepertinya tidak turun bahkan dengan obat.
278; demam berdarah; Muntah yang saya alami diikuti dengan sakit perut dan pusing. Saya kehilangan nafsu makan dan akibatnya merasa lemas. Lengan, punggung, leher saya sakit hampir sepanjang waktu.
279; demam berdarah; Saya telah mengembangkan bintik-bintik merah di lengan dan kaki saya yang gatal dan meradang. Saya merasa mual dan selalu ingin muntah. Ini disertai dengan demam ringan.
280; demam berdarah;Saya telah mengembangkan ruam kulit yang menutupi seluruh tubuh saya. Ruamnya merah dan bengkak, dan lebih parah di daerah tertentu seperti lengan dan kaki saya. Saya juga kehilangan nafsu makan.
281; demam berdarah; Saya mengalami menggigil dan menggigil. Ada rasa sakit yang kuat di punggung saya dan juga di belakang mata saya. Saya juga memperhatikan bintik-bintik merah kecil di punggung dan leher saya.
282; demam berdarah; Saya telah mengalami nyeri sendi yang parah yang membuat hari saya sangat sulit. Saya merasa ingin muntah terus dan juga sakit kepala ringan.
283; demam berdarah; Saya sering muntah dan kehilangan nafsu makan. Ada ruam di kulit saya dan mata saya sakit, karena itu saya tidak bisa tidur dengan baik.
284; demam berdarah; Saya mengalami demam tinggi disertai sakit kepala yang parah. Demam disertai dengan nyeri tubuh yang ekstrim dan menggigil. Saya khawatir tentang kesehatan saya dan tidak tahu harus berbuat apa.
285; demam berdarah;Saya merasa sangat lelah dan lelah, dan saya tidak punya tenaga untuk melakukan apapun. Kelelahan begitu parah sehingga saya berjuang untuk bangun dari tempat tidur. Saya telah memperhatikan bintik-bintik merah kecil di lengan dan kaki saya.
286; demam berdarah; Saya telah mengalami sakit kepala parah yang disertai dengan rasa sakit di belakang mata saya. Saya merasa lelah dan lelah karena itu saya tidak bisa bekerja sepanjang hari. Saya khawatir dengan kesehatan saya.
287; demam berdarah; Saya merasa mual dan selalu ingin muntah, yang disertai dengan demam ringan dan sakit kepala.
288; demam berdarah; Saya telah mengembangkan ruam pada tubuh saya yang gatal dan. Saya kehilangan nafsu makan dan merasa sangat lelah sepanjang hari. Saya merasa ada yang tidak beres dengan tubuh saya.
289; demam berdarah; Saya telah mengalami nyeri otot dan sakit kepala. Nyeri otot terasa seperti nyeri terus-menerus dan semakin parah saat saya mencoba menggunakan otot yang terkena. Ada bintik-bintik merah kecil yang berkembang di wajah, leher, dan lengan saya.
290; demam berdarah;Punggung saya sakit, dan saya memiliki ruam di lengan dan ketiak saya. Bagian belakang bola mata saya sangat sakit. Saya juga mengalami demam ringan, yang membuat kami khawatir dengan kesehatan saya.
291; demam berdarah; Saya mengalami demam yang sangat tinggi dan menggigil setiap malam. Ini benar-benar tentang saya. Selain itu, saya tidak ingin makan apapun dan punggung, lengan, kaki saya sangat sakit. Ada rasa sakit yang aneh di belakang mataku. Saya tidak bisa melakukan aktivitas fisik apa pun.
292; demam berdarah; Akibat sering muntah, nafsu makan saya hilang. Otot, persendian, dan punggung saya terus-menerus sakit. Saya juga mulai demam. Saya benar-benar khawatir dan tidak yakin harus berbuat apa.
293; demam berdarah; Saya telah mengalami demam parah yang disertai dengan rasa sakit di belakang mata dan sakit kepala. Saya merasa lelah dan lelah karena itu saya tidak dapat melakukan pekerjaan apa pun.
294; demam berdarah; Seluruh tubuh saya sangat sakit dan saya tidak ingin makan apapun. Saya mengalami demam ringan dan menggigil setiap malam. Juga, ada beberapa bintik merah yang berkembang di punggung dan leher saya.
295; demam berdarah;Sendi dan punggung saya sakit setiap hari. Saya merasa ingin muntah dan ini membuat saya sangat lemah. Karena rasa sakit di tubuh saya, saya tidak dapat fokus pada pekerjaan saya dan tidak ingin melakukan apapun.
296; demam berdarah; Rasa sakit tubuh yang saya rasakan sangat ekstrim. Saya kehilangan nafsu makan dan timbul ruam di lengan dan wajah saya. Bagian belakang mata saya sangat sakit.
297; demam berdarah; Saya telah mengembangkan ruam di tubuh saya. Saya juga mengalami demam tinggi disertai menggigil dan sakit kepala. Sendi dan punggung saya sakit dan ada rasa sakit yang aneh di bagian belakang mata saya.
298; demam berdarah; Saya merasa mual dan selalu ingin muntah. Saya mengalami demam tinggi dan menggigil setiap malam dan merasa tidak enak karenanya. Juga, saya merasa kehilangan nafsu makan.
299; demam berdarah; Ada ruam di kulit saya, yang gatal jika saya menyentuhnya. Saya merasa tidak enak karena persendian saya sakit sepanjang hari. Pada malam hari, saya mengalami demam ringan dan menggigil, karena itu saya juga tidak bisa tidur.
0; Infeksi jamur;Saya mengalami benjolan, ruam yang terlihat merah dan meradang, area kulit yang berubah warna yang berbeda warna dari kulit saya yang lain, dan gatal di kulit saya.
1; Infeksi jamur; Di sekujur tubuh saya timbul rasa gatal yang hebat yang diikuti dengan ruam merah bentol-bentol. Kulit saya juga memiliki beberapa bintik gelap dan beberapa jerawat nodular kecil. Ini telah terjadi selama beberapa hari dan menjadi lebih buruk.
2; Infeksi jamur; Saya mengalami ruam di kulit saya yang terlihat seperti bercak diskromik, dan saya juga mengalami banyak erupsi nodular dan rasa gatal yang sangat parah. Selama seminggu sebelumnya, itu menjadi lebih buruk.
3; Infeksi jamur; Saya mengalami ruam yang tidak kunjung hilang dan gatal yang mengganggu di kulit saya. Selain itu, saya telah melihat beberapa area dan benjolan yang berbeda warna yang menyerupai simpul atau benjolan di kulit saya.
4; Infeksi jamur; Saya memiliki ruam di seluruh tubuh saya, dan saya tidak bisa berhenti menggaruk karena kulit saya gatal. Kulit saya juga memiliki beberapa bintik di mana rona berubah dan beberapa benjolan dan jerawat seperti simpul.
5; Infeksi jamur;Baru-baru ini, kulit saya sangat gatal, dan saya mengalami ruam di sekujur tubuh. Kulit saya juga memiliki beberapa bintik di mana rona berubah dan beberapa benjolan dan jerawat seperti simpul.
6; Infeksi jamur; Kulit saya sangat gatal dan timbul ruam. Selain itu, saya memiliki beberapa area kulit saya yang warnanya berbeda dari bagian lainnya. Selain itu, saya memiliki beberapa jerawat atau jerawat di kulit saya.
7; Infeksi jamur; Sekujur tubuh saya gatal-gatal, dan sekarang ada bintik-bintik merah di mana-mana. Selain itu, beberapa tambalan memiliki nada yang berbeda dari kulit alami saya. Dan di kulit saya ada benjolan atau jerawat yang berkembang.
8; Infeksi jamur; Kulit saya bertingkah baru-baru ini, menjadi sangat gatal dan rawan ruam. Selain itu, ada bintik-bintik tertentu yang menyimpang dari rona kulit alami saya. Dan sekarang kulit saya ada benjolan atau benjolan yang sebelumnya tidak ada.
9; Infeksi jamur;Di lengan dan kaki saya banyak jerawat merah dan kulit gatal. Kulit saya juga memiliki beberapa lesi yang tampak aneh. Dan sesekali ada bentol yg agak tidak nyaman.
10; Infeksi jamur; Saya memiliki kulit yang gatal dan banyak benjolan merah di lengan dan kaki saya. Ada beberapa bintik aneh di kulitku juga. Dan terkadang ada benjolan yang terasa agak keras.
11; Infeksi jamur; Dokter, saya mengalami ruam yang sangat gatal di kulit saya dan ada beberapa bintik aneh yang warnanya berbeda. Ada juga beberapa benjolan di kulit saya yang terlihat seperti simpul kecil
12; Infeksi jamur; Dokter, kulit saya dipenuhi ruam yang sangat tidak nyaman, bersama dengan bercak-bercak aneh dengan warna yang berbeda. Kulit saya juga memiliki beberapa jerawat yang menyerupai simpul kecil
13; Infeksi jamur; Saya memiliki banyak bintik-bintik gatal di kulit saya, dan terkadang menjadi merah atau bergelombang. Ada juga beberapa tambalan aneh yang warnanya berbeda dari bagian kulit saya yang lain, dan terkadang saya mendapatkan benjolan aneh yang terlihat seperti bola kecil.
14; Infeksi jamur;Kulit saya sering timbul benjolan gatal yang terkadang berubah menjadi merah atau kasar. Selain itu, kulit saya kadang-kadang muncul jerawat aneh yang menyerupai bola-bola kecil dan bintik-bintik aneh yang warnanya berbeda dari kulit saya yang lain.
15; Infeksi jamur; Dokter, saya mengalami ruam merah yang terus bermunculan dan kulit saya terus menerus gatal. Selain itu, saya telah mengamati beberapa bintik aneh dengan warna berbeda di kulit saya, serta beberapa nodul kecil di kulit saya yang tampak membesar.
16; Infeksi jamur; Saya telah mengalami rasa gatal yang sangat hebat di sekujur tubuh saya, bersamaan dengan kemerahan dan benjolan di kulit saya. Ada juga tambalan aneh yang warnanya berbeda dari bagian kulit saya yang lain, dan terkadang saya mendapatkan nodul yang terlihat seperti benjolan kecil.
17; Infeksi jamur; Di sekujur tubuh saya, saya sering menggaruk kulit saya menjadi merah dan timbul jerawat. Selain itu, saya kadang-kadang mendapatkan nodul yang menyerupai jerawat kecil, serta tambalan aneh yang memiliki rona berbeda dari kulit saya yang lain.
18; Infeksi jamur;Saya telah mengalami banyak gatal, yang disertai dengan ruam yang tampaknya semakin memburuk dari waktu ke waktu. Ada juga area kulit tertentu yang warnanya berbeda dari yang lain, dan saya melihat beberapa benjolan yang menyerupai nodus kecil.
19; Infeksi jamur; Saya mengalami banyak masalah dengan gatal-gatal, dan disertai dengan ruam yang tampaknya semakin memburuk dari waktu ke waktu. Ada juga beberapa bercak kulit yang warnanya berbeda dari yang lain, dan saya perhatikan beberapa benjolan yang terlihat seperti nodus kecil.
20; Infeksi jamur; Dokter, kulit saya dipenuhi ruam yang tidak nyaman dan memiliki beberapa bagian kulit yang aneh dengan warna yang berbeda. Ada beberapa jerawat di kulit saya yang menyerupai simpul kecil.
21; Infeksi jamur; Saya sering gatal, dan disertai dengan ruam yang terlihat semakin parah dari waktu ke waktu. Ada juga beberapa bercak kulit yang warnanya berbeda dengan bagian kulit lainnya, serta beberapa benjolan yang menyerupai nodus kecil.
22; Infeksi jamur;Kulit saya bertingkah akhir-akhir ini, menjadi sangat gatal dan rentan terhadap ruam. Selain itu, beberapa tambalan berbeda dari warna kulit normal saya dalam hal warna. Dan sekarang saya memiliki benjolan atau benjolan di kulit saya yang sebelumnya tidak ada.
23; Infeksi jamur; Ruam yang tampaknya berkembang di seluruh kulit saya telah menyertai serangan rasa gatal dan ketidaknyamanan yang hebat baru-baru ini. Di kulit saya, saya juga memiliki beberapa bintik diskromik dan benjolan kecil yang sepertinya muncul di mana-mana.
24; Infeksi jamur; Kulit saya selalu gatal, dan terkadang menjadi sangat kasar dan merah. Selain itu, saya terkadang mendapatkan jerawat kecil yang menyerupai bola kecil dan bintik-bintik tertentu yang warnanya berbeda dari kulit saya yang lain. Ini sangat mengganggu saya dan gatal.
25; Infeksi jamur; Saya memiliki banyak rasa gatal di seluruh kulit saya, dan terkadang menjadi sangat merah dan bergelombang. Ada juga beberapa tambalan yang warnanya berbeda dari bagian kulit saya yang lain, dan terkadang saya mendapatkan benjolan kecil yang terlihat seperti bola kecil. Ini benar-benar menjengkelkan dan gatal.
26; Infeksi jamur;Saya mengalami gatal-gatal yang cukup mengganggu di sekujur tubuh saya, dan kulit saya juga memiliki beberapa area yang merah dan bergelombang. Saya juga memiliki beberapa jerawat yang menyerupai bola kecil dan bintik-bintik lain yang warnanya berbeda dari bagian kulit saya yang lain.
27; Infeksi jamur; Saya mengalami gatal-gatal yang sangat tidak nyaman di seluruh tubuh saya, serta area merah dan bergelombang di kulit saya. Ada juga bercak-bercak tertentu di kulit saya yang warnanya berbeda dari yang lain, dan saya memiliki beberapa jerawat yang menyerupai bola-bola kecil.
28; Infeksi jamur; Saya mengalami gatal-gatal yang sangat mengganggu di sekujur tubuh saya, dan saya juga memiliki bintik-bintik merah dan benjolan di kulit saya. Ada juga beberapa area yang warnanya berbeda dari bagian kulit saya yang lain, dan saya memiliki beberapa benjolan yang terlihat seperti bola kecil.
29; Infeksi jamur; Saya mengalami gatal-gatal yang sangat tidak nyaman di seluruh tubuh saya, serta area merah dan bergelombang di kulit saya. Ada juga bercak-bercak tertentu di epidermis saya dengan warna yang berbeda dari yang lain, dan saya memiliki beberapa jerawat yang menyerupai bola-bola kecil.
30; Infeksi jamur;Akhir-akhir ini saya sangat gatal dan ada bintik-bintik ruam di seluruh kulit saya. Ada juga beberapa area yang terlihat berbeda warna dari bagian kulit saya yang lain, dan saya mengalami beberapa benjolan yang agak keras.
31; Infeksi jamur; Saya merasa sangat gatal akhir-akhir ini, dan saya memiliki bercak-bercak ruam di seluruh kulit saya. Ada juga daerah tertentu yang warnanya lebih gelap daripada bagian kulit saya yang lain, dan saya memiliki beberapa benjolan yang keras.
32; Infeksi jamur; Saya agak gatal baru-baru ini, dan saya memiliki bercak ruam di seluruh kulit saya. Ada juga daerah tertentu yang warnanya lebih gelap dari bagian kulit saya yang lain, dan saya memiliki beberapa benjolan yang menyakitkan.
33; Infeksi jamur; Baru-baru ini, saya sering menggaruk diri sendiri, dan kulit saya dipenuhi bintik-bintik ruam. Selain itu, saya memiliki beberapa jerawat yang agak keras, dan ada bintik-bintik tertentu di tubuh saya yang memiliki warna cokelat yang berbeda dari kulit saya yang lain.
34; Infeksi jamur;Kulit saya sangat gatal dan ada bintik-bintik ruam di mana-mana. Ada juga beberapa tambalan yang terlihat berbeda warnanya dari kulit saya yang lain, dan saya mengalami beberapa benjolan yang agak keras.
35; Infeksi jamur; Kulit saya sangat gatal, dan ada ruam di seluruh tubuh saya. Saya memiliki beberapa benjolan yang cukup kencang, serta beberapa area yang warnanya lebih gelap dari kulit saya yang lain. Ini sangat tidak menyenangkan.
36; Infeksi jamur; Ada area ruam di seluruh kulit saya, yang sangat mengganggu. Selain itu, saya memiliki beberapa benjolan yang cukup keras dan beberapa tambalan yang warnanya berbeda dari kulit saya yang lain.
37; Infeksi jamur; Baru-baru ini, saya sering menggaruk diri sendiri, dan kulit saya dipenuhi bintik-bintik ruam. Selain itu, ada beberapa bintik yang kulit saya tidak terlihat seperti warna biasanya, dan saya pernah mengalami beberapa benjolan yang cukup menyakitkan.
38; Infeksi jamur;Akhir-akhir ini saya sangat gatal dan ada bintik-bintik ruam di seluruh kulit saya. Ada juga beberapa area yang tidak terlihat seperti warna normal kulit saya, dan saya mengalami beberapa benjolan yang agak keras.
39; Infeksi jamur; Saya merasa sangat gatal baru-baru ini, dan saya memiliki ruam di seluruh tubuh saya. Ada juga beberapa daerah yang tampaknya bukan rona khas kulit saya, dan saya mengalami beberapa benjolan keras.
40; Infeksi jamur; Saya telah gatal dan bercak ruam di seluruh kulit saya baru-baru ini. Ada juga beberapa daerah yang tampaknya bukan warna kulit saya yang biasa, dan saya mengalami beberapa benjolan yang menyakitkan.
41; Infeksi jamur; Baru-baru ini, saya sering merasa gatal, dan kulit saya dipenuhi bercak-bercak ruam. Selain itu, ada beberapa daerah di mana warna kulit saya tidak seperti biasanya, dan saya mengalami beberapa benjolan yang sangat menyakitkan.
42; Infeksi jamur;Saya mengalami gatal terus-menerus dan ada bintik-bintik merah dan bergelombang di kulit saya. Ada juga beberapa tambalan yang warnanya berbeda dari kulit saya yang lain, dan saya memiliki beberapa benjolan yang mirip benjolan kecil.
43; Infeksi jamur; Ada area merah dan bergelombang di kulit saya, dan saya menggaruk-garuk tubuh saya tanpa henti. Selain itu, saya memiliki beberapa benjolan yang menyerupai benjolan kecil dan beberapa bintik yang warna kulitnya berbeda dari bagian tubuh saya yang lain.
44; Infeksi jamur; Saya mengalami banyak gatal di kulit saya, yang terkadang berubah menjadi ruam. Ada juga beberapa bagian kulit yang aneh dengan rona yang berbeda dari bagian tubuh saya yang lain, dan kadang-kadang saya mendapatkan jerawat kecil yang menyerupai bintil.
45; Infeksi jamur; Saya memiliki kecenderungan gatal pada kulit saya, yang sering berubah menjadi ruam. Ada juga beberapa bercak aneh pada kulit yang warnanya berbeda dari kulit saya yang lain, dan saya sering mendapatkan benjolan kecil yang menyerupai nodul.
46; Infeksi jamur;Saya mengalami banyak gatal di kulit saya, dan terkadang berubah menjadi ruam. Ada juga beberapa bagian kulit yang aneh dengan warna yang berbeda dari bagian tubuh saya yang lain, dan terkadang saya mendapatkan benjolan kecil yang terlihat seperti nodul.
47; Infeksi jamur; Tubuh saya sangat gatal di mana-mana, dan sekarang ada bintik-bintik merah di mana-mana. Beberapa tambalan juga berbeda dalam nada dari kulit alami saya. Dan ada benjolan atau jerawat yang muncul di kulit saya.
48; Infeksi jamur; Kulit saya sangat gatal akhir-akhir ini, dan kadang-kadang muncul ruam. Selain itu, saya memiliki beberapa area kulit yang aneh dengan warna yang berbeda dari bagian tubuh saya yang lain, dan kadang-kadang saya mengalami benjolan kecil yang terlihat seperti nodul.
49; Infeksi jamur; Sekarang ada bercak merah di sekujur tubuh saya di mana saya merasa sangat gatal di sekujur tubuh. Beberapa tambalan juga berbeda coraknya dengan kulit alami saya. Dan benjolan atau benjolan ini berkembang di kulit saya.
50; Flu biasa;Saya tidak bisa berhenti bersin dan hidung saya benar-benar berair. Saya juga sangat kedinginan dan lelah sepanjang waktu, dan saya sering batuk. Demamku juga sangat tinggi, jauh di atas normal.
51; Flu biasa; Hidung saya sangat berair, dan sepertinya saya tidak bisa berhenti bersin. Selain itu, saya terus-menerus merasa kedinginan, kelelahan, dan banyak batuk. Demam saya juga tinggi banget jauh di atas normal.
52; Flu biasa; Aku bersin tanpa henti dan sepertinya aku tidak bisa menghilangkan rasa dingin ini. Saya merasa sangat lemah dan lelah, dan batuk saya tidak kunjung sembuh. Demamku benar-benar tinggi
53; Flu biasa; Aku bersin tanpa henti dan aku tidak bisa menghilangkan rasa dingin ini. Saya merasa sangat lemah dan lelah, dan batuk saya tidak berhenti. Suhu tubuh saya sangat tinggi.
54; Flu biasa; Saya terus bersin dan tubuh saya gemetar karena kedinginan. Aku sangat lelah aku hampir tidak bisa bergerak dan kepalaku membunuhku. Demamku menembus atap
55; Flu biasa;Saya terus menerus bersin, dan hawa dingin membuat tubuh saya gemetar. Saya sangat lelah sehingga saya hampir tidak bisa bergerak, dan kepala saya sakit. Demamku cukup tinggi.
56; Flu biasa; Saya sudah cukup lelah dan sakit. Saya bersin tanpa henti dan saya cukup kedinginan. Kepalaku berdenyut, dan aku kekurangan energi. Selain itu, saya mengalami demam yang sangat tinggi dan merasa seperti terbakar.
57; Flu biasa; Saya merasa sangat lelah dan sakit. Saya sering bersin dan sepertinya saya tidak bisa merasa hangat. Aku sangat lelah dan kepalaku membunuhku. Dan demam saya sangat tinggi, seperti saya mendidih.
58; Flu biasa; Saya sudah cukup lelah dan sakit. Tenggorokan saya sangat sakit, dan saya mengalami batuk yang cukup parah. Saya mengalami banyak kedinginan dan suhu yang cukup tinggi. Hanya merasa sangat lelah dan lemah
59; Flu biasa; Saya sudah cukup lelah dan sakit. Saya sering bersin dan kesulitan melakukan pemanasan. Aku sangat lelah, dan kepalaku sakit. Dan saya merasa seperti mendidih dengan suhu tinggi saya.
60; Flu biasa;Saya tidak bisa berhenti bersin dan saya merasa sangat lelah dan payah. Tenggorokan saya sangat sakit dan ada banyak kotoran di hidung dan tenggorokan saya. Leher saya juga terasa bengkak dan bengkak.
61; Flu biasa; Saya tidak bisa berhenti bersin, dan saya lelah dan sakit. Tenggorokan saya sangat tidak nyaman, dan ada banyak sampah di hidung dan tenggorokan saya. Leher saya juga bengkak dan bengkak.
62; Flu biasa; Aku terus bersin, dan aku sengsara dan kelelahan. Saya memiliki banyak kotoran di hidung dan tenggorokan saya, dan tenggorokan saya benar-benar sakit. Leher saya juga terasa sembab dan bengkak.
63; Flu biasa; Saya merasa sangat lelah dan sakit perut. Saya mengalami batuk yang sangat parah dan tenggorokan saya sangat sakit. Saya telah mengalami tekanan sinus yang besar dan hidung yang tersumbat. Saya benar-benar tidak menyenangkan dan lelah.
64; Flu biasa; Saya sering bersin dan merasa sangat lelah dan sakit. Ada juga banyak kotoran keluar dari hidungku dan tenggorokanku terasa sangat gatal. Dan leher saya juga terasa bengkak.
65; Flu biasa;Saya sering mengi dan umumnya merasa sakit dan lelah. Tenggorokanku terasa sangat gatal, dan banyak kotoran keluar dari hidungku. Leher saya juga terasa kembung.
66; Flu biasa; Sinus saya terasa sangat tersumbat, dan mata saya terus menerus merah. Saya terus-menerus merasa terkuras dan lelah. Selain itu, saya memiliki banyak dahak yang tidak nyaman di tenggorokan. Kelenjar getah bening saya terasa kembung, dan sulit bernapas.
67; Flu biasa; Mata saya benar-benar merah dan sinus saya terasa tersumbat. Aku hanya tidak punya tenaga dan tenggorokanku sangat gatal. Saya juga memperhatikan kelenjar getah bening saya bengkak dan saya banyak batuk berdahak.
68; Flu biasa; Sinus saya terasa pengap, dan mata saya sudah cukup merah. Saya hanya kekurangan energi, dan tenggorokan saya sangat gatal. Seiring dengan pembengkakan di kelenjar getah bening saya, saya juga sering batuk berdahak.
69; Flu biasa;Mata saya selalu merah dan gatal, dan hidung saya terasa tersumbat dan tersumbat. Saya hanya merasa agak mual dan lelah sepanjang waktu, dan saya terus batuk semua kotoran ini. Tenggorokan saya terasa sakit dan gatal, dan saya perhatikan benjolan di leher saya lebih besar dari biasanya
70; Flu biasa; Hidung saya selalu terasa pengap dan mampet, dan mata saya selalu merah dan gatal. Saya merasa tidak enak badan dan lelah, dan saya terus mengorek-ngorek kotoran ini. Tenggorokan saya gatal dan teriritasi, dan saya melihat benjolan di leher saya lebih besar dari biasanya.
71; Flu biasa; Aku terus bersin, dan mataku tidak berhenti menetes. Sangat sulit bagiku untuk bernafas karena rasanya ada sesuatu yang tersangkut di tenggorokanku. Saya sering merasa lelah, dan akhir-akhir ini saya banyak berdahak. Apalagi kelenjar getah bening saya membesar.
72; Flu biasa;Mataku selalu merah dan berair. Saya juga mengalami tekanan pada sinus saya yang tidak kunjung hilang. Saya selalu merasa lelah dan saya mengalami banyak kesulitan bernapas. Saya juga memiliki banyak kotoran di tenggorokan dan kelenjar getah bening saya membengkak.
73; Flu biasa; Mataku selalu merah dan berair. Rasa sesak yang terus-menerus pada sinus saya juga telah mengganggu saya. Saya mengalami banyak kesulitan bernapas dan terus-menerus merasa lelah. Selain itu, tenggorokan saya banyak lendir dan kelenjar getah bening meradang.
74; Flu biasa; Hidung saya terasa sangat tersumbat, dan mata saya selalu sangat merah dan berair. Selain itu, dada saya sakit dan saya mengalami banyak masalah pernapasan. Selain itu, otot saya terasa cukup nyeri, dan saya tidak bisa mencium bau apapun.
75; Flu biasa; Mata saya biasanya merah dan berair, dan hidung saya selalu tersumbat. Saya juga mengalami kesulitan bernafas dan dada saya sakit. Selain itu, saya tidak bisa mencium bau apapun dan otot saya cukup sakit.
76; Flu biasa;Mata saya biasanya merah dan meradang, dan saya merasa ada sesuatu yang menyumbat sinus saya. Saya telah batuk banyak kotoran, dan dada saya sakit. Saya tidak bisa mencium bau apa pun, dan otot saya sakit.
77; Flu biasa; Mata saya selalu merah dan bengkak, dan saya merasa seperti ada sesuatu yang menghalangi sinus saya. Aku batuk banyak dan dadaku terasa sangat berat. Saya tidak bisa mencium bau apa pun dan otot saya benar-benar sakit
78; Flu biasa; Saya banyak batuk dan merasa kedinginan dan menggigil. Hidung saya cukup tersumbat, dan saya mengalami tekanan wajah. Saya juga banyak berdahak, dan batuk membuat dada saya sakit. Saya tidak bisa mencium bau apa pun, dan otot saya sakit.
79; Flu biasa; Selama berhari-hari, saya menderita batuk dan pilek yang parah. Sinus saya tersumbat, dan saya mengalami tekanan wajah. Saya juga mengeluarkan dahak, dan batuk membuat dada saya sakit. Saya tidak bisa mencium bau apa pun, dan otot saya sakit.
80; Flu biasa;Saya menderita batuk dan pilek yang parah selama berhari-hari. Sinus saya tersumbat, dan saya mengalami tekanan wajah. Saya juga pernah batuk berlendir, dan dada saya sakit. Saya tidak bisa mencium bau apa pun dan otot saya sakit.
81; Flu biasa; Batuk dan pilek saya sangat parah selama berhari-hari. Sinus saya tersumbat, dan wajah saya tegang. Selain itu, saya batuk berdahak, dan sakit di dada. Saya tidak memiliki indera penciuman, dan otot saya sangat sakit.
82; Flu biasa; Aku batuk tanpa henti dan aku menggigil hebat. Saya memiliki hidung tersumbat dan wajah saya tegang. Selain itu, tenggorokanku mengeluarkan kotoran yang tidak enak, dan dadaku sakit. Otot saya sangat sakit, dan saya tidak bisa mencium bau apa pun.
83; Flu biasa; Saya tidak bisa berhenti batuk dan saya merasa sangat kedinginan. Sinus saya tersumbat semua dan saya memiliki banyak lendir. Dadaku sakit dan aku tidak bisa mencium bau apapun. Otot saya juga sangat sakit.
84; Flu biasa;Saya batuk tanpa henti dan saya benar-benar kedinginan. Produksi lendir saya berlebihan, dan sinus saya tersumbat total. Aku tidak bisa mencium bau apa pun, dan dadaku sakit. Otot saya juga cukup sakit.
85; Flu biasa; Saya tidak bisa berhenti batuk dan saya kedinginan. Sinus saya benar-benar tersumbat, dan saya dibanjiri lendir. Dadaku sakit, dan aku tidak bisa mencium bau apa pun. Otot saya juga sangat pegal.
86; Flu biasa; Saya sering batuk dan sulit bernapas. Tenggorokan saya sakit dan saya merasa banyak dahak yang terperangkap di dada saya. Hidung saya banyak meler, dan saya merasa sangat tersumbat.
87; Flu biasa; Saya sudah cukup lelah dan sakit. Tenggorokan saya sangat sakit, dan saya mengalami batuk yang cukup parah. Saya mengalami banyak kedinginan dan suhu yang cukup tinggi. Hanya merasa sangat lelah dan lemah
88; Flu biasa; Saya telah mengalami keletihan yang parah dan sensasi sakit-sakitan. Tenggorokan saya sangat sakit dan saya mengalami batuk yang cukup parah. Hidung saya cukup tersumbat, dan saya mengalami tekanan sinus yang signifikan. Saya benar-benar sengsara dan sangat lelah.
89; Flu biasa;Saya merasa sangat sakit dan saya sangat lelah. Saya mengalami batuk yang sangat parah dan tenggorokan saya sangat sakit. Saya mengalami banyak tekanan sinus dan hidung saya benar-benar tersumbat. Saya hanya merasa sangat lelah dan sengsara.
90; Flu biasa; Saya sudah cukup lelah dan sakit. Tenggorokan saya sangat sakit, dan saya mengalami batuk yang cukup parah. Saya mengalami banyak kedinginan dan suhu yang cukup tinggi. Sederhananya, saya merasa sangat lelah dan lemah.
91; Flu biasa; Saya benar-benar lelah dan sakit. Saya menderita batuk parah dan sakit tenggorokan. Saya sering menggigil dan suhu tubuh cukup tinggi. Saya hanya merasa lelah dan lemas.
92; Flu biasa; Saya tidak bisa berhenti bersin, dan hidung saya berair. Saya juga selalu kedinginan dan kelelahan, dan saya sering batuk. Demam saya juga sangat tinggi, jauh di atas biasanya.
93; Flu biasa;Saya merasa tidak enak, dengan banyak hidung tersumbat dan pilek. Saya sering batuk dan nyeri dada. Demam saya sangat tinggi, dan saya mengalami ketidaknyamanan otot yang parah.
94; Flu biasa; Leherku bengkak, dan aku kelelahan. Tenggorokanku gatal, dan mataku merah padam. Hidung saya benar-benar tersumbat, dan saya mengalami tekanan wajah. Dadaku sakit, dan aku tidak bisa mencium bau apa pun.
95; Flu biasa; Saya kekurangan energi dan merasa leher saya kembung. Mataku merah, dan tenggorokanku terasa gatal. Saya mengalami kemacetan parah di lubang hidung saya, dan wajah saya tertekan. Aku tidak bisa mencium bau apa pun, dan dadaku sakit.
96; Flu biasa; Saya merasa sangat lemah, dan kelenjar getah bening saya membesar. Mataku panas, dan tenggorokanku sakit. Sinus saya tegang, dan hidung saya tersumbat. Aku tidak bisa mencium bau apa pun, dan dadaku sakit.
97; Flu biasa;Saya menderita batuk dan pilek yang parah selama berhari-hari. Wajah saya lelah dan sinus saya tersumbat. Selain itu, dada saya sakit karena dahak yang saya keluarkan dari batuk. Saya tidak bisa mencium bau, dan otot saya sangat sakit.
98; Flu biasa; Saya memiliki mata merah dan berair sepanjang waktu. Sinus saya juga terganggu oleh sesak yang terus-menerus. Nafas saya cukup sulit, dan saya merasa lelah sepanjang waktu. Kelenjar getah bening saya teriritasi, dan tenggorokan saya juga banyak lendir.
99; Flu biasa; Mata saya selalu panas, bengkak, dan perasaan ada sesuatu yang menyumbat sinus saya. Dadaku terasa cukup berat, dan aku telah batuk banyak kotoran. Saya tidak memiliki indera penciuman, dan otot saya sangat sakit.
